Count,Vm,CPU1,CPU2,CPU3,CPU4,MEAN,VAR,STATUS
66,0,1.07684171192511,1.09881807539791,1.12124293612535,1.19281163531044,1.1224285896897,0.002530266231557,F
67,7,2.37566267123299,2.44913677371453,2.47387552006794,2.47387552006794,2.44313762127085,0.002159498519191,F
68,0,19.7741518352974,21.9712798169971,41.1615545471407,44.7408201816755,31.9119515952777,165.426054130353,D
69,3,1.21978768138963,1.23210876462956,1.24455430321079,1.25712555425754,1.23839407587188,0.000258173245474,F
70,2,28.4360752550102,30.2511439170817,57.7902711656914,61.4790119368701,44.4891255686633,308.665752960458,D
71,3,1.93500674757994,1.97449668480675,2.01479253919334,2.0559107580302,1.99505168240256,0.002707143545701,F
72,7,26.6744548659242,65.6618412660144,68.3977514143156,71.2476578227772,57.9954263422579,441.202392707511,D
73,4,0.582298136928906,0.632932757838966,0.687970389289688,0.716635823177886,0.654959276808861,0.003552846235273,F
74,6,4.54765803647012,4.59359395963853,4.63999388186325,4.68686249000174,4.61702709199341,0.003588544602688,F
75,7,13.3689839089251,13.5040241016474,14.0801001385486,73.9778427869641,28.7327377340213,909.925990083701,D
76,0,22.3345557693142,23.510058686103,43.022477296964,45.2868181718134,33.5384774810486,151.355602248019,D
77,3,0.659218567538928,0.68668600881234,0.715297926845447,0.745102008171569,0.701576127842071,0.001366222861967,F
78,3,15.1762567928511,47.4442791033162,51.5698686156193,56.0542050442146,42.5611523890003,345.665623776063,D
79,0,24.15019864744,24.8971120000207,25.6671257653312,64.7598116875626,34.8685620250886,397.488788241492,D
80,7,17.6553672563027,50.974598982025,53.0985406804538,55.3109799527413,44.2598717178807,317.712094042175,D
81,5,19.7122571276872,83.5404642358322,87.0213170338926,90.6472053702708,70.2303109419207,1142.67380185475,D
82,0,3.56983781982515,3.60589677467622,3.6423199612629,3.67911105869229,3.62429140361414,0.002211259545004,F
83,5,6.90076173251823,45.8487441594692,48.2618359194856,50.8019325069844,37.9533185796143,432.650480476732,D
84,2,8.44583271629293,30.7688246429936,31.7204377665362,32.7014822234953,25.9091443373295,136.163576908958,D
85,6,4.81716508094982,4.86582329651342,4.91497300902637,4.96461918310253,4.89064514239804,0.004026482418796,F
86,6,3.79961143971893,3.83799133938708,3.8767589146694,3.91591808147978,3.8575699438138,0.002505077239933,F
87,7,1.68760595020647,1.77642731461361,1.79437101838024,1.81249597161439,1.76772506370368,0.003069747538084,F
88,6,0.372797467474205,0.380405579749412,0.413484326015493,0.449439485017835,0.404031714564236,0.001228329972795,F
89,7,4.69793869178576,4.74539260082315,4.7933258421019,4.84174325736008,4.76960009801772,0.003829635478604,F
90,5,2.38050980401953,2.42909164118682,2.4786649445092,2.52924994799169,2.45437908442681,0.004097191528132,F
91,4,6.10390102231713,6.29268146437295,6.48730047674184,34.8568467557701,13.4351824298005,203.974591081667,D
92,7,4.20091539619975,4.24334886972157,4.28621096403321,4.32950600863605,4.26499530964764,0.003062179314648,F
93,0,19.506568554491,38.1176360990887,39.7058709920192,41.3602823411329,34.6725894966829,103.978565168252,D
94,6,22.6036233103371,22.6036233103371,25.1151370114857,75.1863049028157,36.3771721337439,670.801171921321,D
95,7,17.0711939211688,17.5991689854885,18.1434731753416,52.7145324726292,26.382092138657,308.368273698598,D
96,0,11.4939288728921,31.6271459885914,32.6053051328601,33.613716621487,27.3350241539577,112.186816748509,D
97,0,19.8747839764042,51.158185240062,51.6749343992505,52.1969032450301,43.7262017151867,253.019880984773,D
98,3,17.3720888481911,19.0902075301737,20.3087314343948,56.6895710681112,28.3651497202177,358.016886751294,D
99,0,10.5103909464508,11.6782121627232,37.1684757406431,39.1247112752557,24.6204475312682,244.807277286661,D
100,3,0.613154675032798,0.65930610266118,0.673796346355388,0.708931293695221,0.663797104436147,0.001573968210616,F
101,7,12.2237788742243,30.0900665648599,33.0660072222535,36.3362716817311,27.9290310857672,116.131746545108,D
102,0,0.116644703086099,0.125424412010971,0.134864959248822,0.145016085318347,0.13048753991606,0.000149166609068,F
103,4,19.2097294677922,19.4037670690898,90.8428168538422,95.6240176658913,56.2700827641539,1825.53371802192,D
104,7,15.8213230080593,16.4805448230848,17.1672342146957,50.7940695423194,25.0657928970398,294.499385471364,D
105,4,13.2146254363697,45.4642430401727,48.8862828741435,52.5658956014964,40.0327617380456,328.059234925711,D
106,5,0.889002598509453,0.907145510338322,0.925658685707682,0.944549681017009,0.916589118893116,0.000571415975301,F
107,3,0.85716380006503,0.89287895964841,0.930082250933071,0.96883567940873,0.91224017251381,0.002309884842916,F
108,6,14.40503003003,16.0055889222556,17.7839876913951,100.776777198373,37.2428459605134,1795.93150221945,D
109,5,0.708797879618727,0.754040298183928,0.802170530745877,0.85337290586048,0.779595403602253,0.003872703006718,F
110,5,0.815177355288626,0.83369605916855,0.859480473105572,0.886062343135573,0.84860405767458,0.00095367080472,F
111,5,0.424461314159074,0.42874880063207,0.433079595033592,0.437454134817307,0.430935961160511,3.12621596574541E-05,F
112,3,2.77924034801312,2.80731347270039,2.83567016420125,2.86431328682593,2.82163431793517,0.001340278219991,F
113,2,14.4657624205316,45.7246808358495,49.1663235148581,52.8670145702239,40.5559453353658,311.038169767605,D
114,6,13.7502115309321,42.5767852130519,44.8176686101686,47.1764932368625,37.0802896477538,245.434789519031,D
115,7,15.7871788012379,16.2754420581314,38.5135076932349,39.7046470942289,27.5701939117083,177.803978362396,D
116,0,0.482118404044523,0.497029282367419,0.512401321870837,0.563078375820544,0.513656846025831,0.001238404381325,F
117,3,0.391939437523689,0.408270247990857,0.448648624275975,0.493020466358433,0.435469694037239,0.002040156231456,F
118,3,4.98357426593136,5.03391338174614,5.08476097329457,5.13612217669329,5.05959269941634,0.004309477495937,F
119,2,16.3556214842107,56.6332591631769,57.7890400678691,58.9684083401151,47.4365822638429,430.253794737771,D
120,5,11.7490998673489,12.3674735348783,13.0183931843988,33.7318745796758,17.7167102915754,114.262126289657,D
121,2,59.1650101505322,65.738900167258,73.0432224080644,81.1591360089605,69.7765671837038,89.7139356734987,D
122,6,1.04688781966492,1.09050814700772,1.13594598805327,1.18327707254184,1.11415475681694,0.003445585093084,F
123,5,19.5090379487931,20.1124102503084,20.7344435506485,51.6199632442464,27.9939637484991,248.333779015803,D
124,3,13.1726622478844,13.3057193942418,38.4194686387903,42.219196316733,26.7792616494124,246.853963154074,D
125,3,2.5328703003039,2.55845483954965,2.58429780839139,2.61040181722815,2.57150619136827,0.001113188346576,F
126,4,24.8891872042091,26.7625669055428,28.7769536826229,52.6179125691094,33.261655090371,169.037872012953,D
127,7,2.97206261687527,3.03271696152876,3.09460915006363,3.09853336382298,3.04948052307266,0.003572441118464,F
128,6,18.6635775488735,19.441226640569,38.5224237356206,40.1275247806623,29.1886881764314,137.522575286128,D
129,3,19.1842168966352,21.3157965518169,23.6842183909076,51.7213672522983,28.9763997729145,233.304138870626,D
130,4,0.008592091006715,0.009044306315765,0.00952032243018,0.010021392023909,0.009294527944142,3.78447684917074E-07,F
131,5,4.83030911153663,4.87910009503799,4.9283839165785,4.97816555431837,4.90398966936787,0.004048485572603,F
132,6,0.709126591528678,0.716289483805078,0.723524728502578,0.769707158713564,0.729661990637475,0.000747269342765,F
133,6,9.91356864064347,10.4408861691762,46.9701339244141,47.4445795502414,28.6922920711188,457.160686529827,D
134,5,2.0705303080674,2.11278603249526,2.15590411872481,2.19990216597811,2.1347806563164,0.00309962747063,F
135,7,8.77559548683661,9.75066165204067,40.9296092646489,45.4773436273877,26.2333025077285,387.587844971176,D
136,0,0.148223264921429,0.1611122445581,0.175122005039549,0.178695923835798,0.165788359588719,0.000194706918215,F
137,3,13.24444592546,14.5543361853991,38.881781076591,42.7272319627926,27.3519487875607,244.045630216972,D
138,3,8.25416076830153,8.8961510530138,42.5810856682603,47.3123174091781,26.7609287246884,444.762561343375,D
139,3,4.36798470157644,4.41210574322982,4.45667245180961,4.50168932900032,4.43461305640405,0.003310586694808,F
140,3,0.3892704576915,0.432522730768333,0.480580811964814,0.533978679960905,0.459088170096388,0.003883585884799,F
141,6,20.4734918441023,20.680294717317,20.8891865076883,46.0929422184855,27.0339788218983,161.470616474622,D
142,0,18.4053596582334,60.5188777320469,64.3817848825624,68.4912605785089,52.9493207128379,540.945523529752,D
143,7,2.55428888536124,2.58008977387285,2.60615127732578,2.63247602819325,2.59325149118828,0.001132094747057,F
144,5,2.64307599708318,2.66977372478316,2.69674112640289,2.72398092592038,2.6833929435474,0.001212165863533,F
145,5,1.39531941488492,1.41059448433079,1.43938212949449,1.46875727767432,1.42851332659613,0.001053542385883,F
146,0,19.7034978931906,19.902523052539,20.7317948753567,44.6065866351685,26.2361006140637,150.187080451126,D
147,3,12.9837938677564,31.6944630951548,34.8290803329008,38.2737146609402,29.445262989188,127.655304954485,D
148,0,22.0627481918826,41.9155287546057,43.2118853007501,44.548335347911,37.9346243987874,113.118236321141,D
149,4,3.09214221325373,3.12337596170068,3.15492520244221,3.18679312226803,3.13930912491616,0.001659058375878,F
150,4,13.3530114651061,14.3580768545526,34.7071784601616,35.415488289275,24.4584387672738,150.147141950614,D
151,2,1.58614038220135,1.60216199643593,1.61834544509927,1.63469236288197,1.61033504665463,0.000436541958308,F
152,5,0.638323631875123,0.67906769413006,0.722412441251008,0.768523874402257,0.702081910414612,0.003140879098712,F
153,5,16.6492289365854,47.7830522773444,53.0922803081604,58.9914225646227,44.1289960216782,356.573971371747,D
154,4,5.24532944919753,5.70144505624595,46.4641394923127,47.9011747196258,26.3280221793455,580.266582512262,D
155,3,12.1232628229432,38.6678930544893,40.2790553213622,41.9573493516993,33.2568901376235,200.30598348188,D
156,7,22.0250010492251,38.2120960340439,42.457884482271,47.1754272025233,37.4676021920158,119.390994969069,D
157,2,12.1925729900494,36.7572035310139,39.5238747930287,42.4987901306736,32.7431103611914,193.196528087824,D
158,3,4.80018698684309,4.84867370656857,4.89765019096284,4.94712138714197,4.87340806787912,0.003998149768626,F
159,3,4.36516844909356,4.40926104376244,4.45379901801456,4.49878687063196,4.43175384537563,0.003306319078049,F
160,6,7.75193799864056,41.576013009629,42.4245031484591,43.2903094141512,33.76069089272,301.136586287677,D
161,6,69.9977241468264,77.7752490520294,86.4169433911437,96.0188259901597,82.5521856450398,125.573460448215,D
162,3,18.9391346354557,19.5248810614812,39.5019435757519,40.7236531583663,29.6724031077638,145.641749757064,D
163,4,0.348942756011256,0.383453578128532,0.421377558486503,0.463052262186817,0.404206538703277,0.002414144714248,F
164,2,4.27698614418777,4.32018800882583,4.36382625577735,4.40790529294288,4.34222642543346,0.003174084137264,F
165,0,15.8019161378624,38.2737520589462,40.7167575482445,43.3156995606083,34.5270313264154,160.073751701355,D
166,2,17.8810160677602,18.6260584299372,19.4021442249558,41.803497250076,24.4281789931823,134.564218474072,D
167,5,1.14714830981067,1.17055950194265,1.19444847354948,1.21882497523358,1.18274531513409,0.000951448873641,F
168,7,0.83851684523141,0.846986709295303,0.891564956453721,0.938489427109992,0.878889484522607,0.002120185938546,F
169,2,21.8074763695923,22.25252694835,39.9452083926994,44.3835648807772,32.0971941478547,138.447332533131,D
170,2,3.4925383385022,3.52781649079369,3.56345098792908,3.59944542934996,3.54581281164373,0.002116533332447,F
171,3,18.5659595629627,18.9448567314681,19.3314864959546,44.8205422761155,25.4157112666252,167.452104794636,D
172,5,15.1015925526727,15.7308255976765,53.1283078074089,59.0314531193432,35.7480447692753,557.051900055668,D
173,7,11.1386138769466,11.6027228046949,95.1689478317756,99.1343207965887,54.2611513275014,2455.44797108214,D
174,6,2.48943730705953,2.51458312936028,2.53998294977434,2.56563933393828,2.52741068003311,0.001075338352367,F
175,4,0.221142774464109,0.232781867674392,0.24503354472824,0.257930046880071,0.239222058436703,0.000250699590177,F
176,6,13.7977212568752,14.2244548996247,57.47618634904,59.2538003416299,36.1880407117924,656.313306331934,D
177,2,5.28262016052613,5.3359799408517,5.50101024661059,37.0981616993298,13.3044430118296,251.626885824141,D
178,1,58.6754437330778,65.1949374811975,72.4388194235528,80.4875771372809,69.1991944437772,88.2353855626312,D
179,3,8.19835269758397,8.53995073858014,44.2305185515552,48.604965453208,27.3934468602318,485.773820026997,D
180,2,3.09562036070105,3.1268892419378,3.15847397034568,3.19037773629899,3.14284032732088,0.001662792806351,F
181,0,25.3093363329584,25.3093363329584,56.3818075616673,62.646452846297,42.4117332684703,396.530271343448,D
182,5,24.001945768944,24.2443895780195,24.4892823135748,50.7935729394507,30.8822976499973,176.243531441091,D
183,5,3.19965429268428,3.23197402133924,3.26462021178186,3.29759616160479,3.24846117185254,0.001776433125195,F
184,5,10.6854609442172,11.2478536166704,12.4976151296338,39.5559043422383,18.4967085081899,197.680112095138,D
185,6,0.129463939878183,0.142268065835146,0.156338533923176,0.171800586770963,0.149967781601867,0.000332317005003,F
186,5,2.30444272579899,2.32771991664082,2.35123223053754,2.37498204246863,2.33959422886149,0.000921455964391,F
187,2,2.27770682490682,2.30071395624123,2.32395348275771,2.34742775188147,2.31245050394681,0.000900198726629,F
188,2,11.6509434053639,33.838069415066,35.3254571180439,37.1846916740412,29.4997904031288,143.466034717325,D
189,5,18.023145546071,18.023145546071,18.3909648764863,60.9231560704484,28.8401030097692,457.506639655232,D
190,3,0.967693076146514,0.97746775015234,0.987341158203366,0.997314297612821,0.98245407052876,0.000162486773659,F
191,3,3.14393343185515,3.17569032373535,3.20776799218533,3.24016967737129,3.19189035628678,0.001715099940572,F
192,3,24.0846987932898,25.8975256028553,27.8468017435785,58.6704818345842,34.1248769935769,270.131811685152,D
193,5,0.854479960359238,0.890083293284305,0.927170098466393,0.938988967658372,0.902680579942077,0.001466675631806,F
194,0,0.888418639238073,0.906549633529704,0.925050648146758,0.994678117004023,0.92867425947964,0.00215988460055,F
195,0,22.964509394572,25.5161215495245,26.8590752942241,48.0036323621204,30.8358346501103,133.601667335382,D
196,6,1.7766838547886,1.81294271227592,1.84994154651415,1.88769545907103,1.83181589316243,0.002282267935863,F
197,5,1.81572507114704,1.89138028508706,1.9299798862634,1.96936723447439,1.90161311924297,0.004292253767525,F
198,4,4.48523500308782,4.53054039079328,4.57630340851227,4.6225286787685,4.55365187029047,0.003490705044102,F
199,2,19.3270060245318,47.4671548700258,47.9466209076316,48.4309300347769,40.7929279592415,204.948502623139,D
200,7,11.1063503174198,11.333010548658,11.564296499323,62.7558522489947,24.1898774035989,661.072471762194,D
201,3,10.564278165127,10.8910084143105,12.101120460345,45.723220835371,19.8199069687884,298.65107612698,D
202,0,20.5441520819945,47.4652454511365,50.4949420173219,53.7180234737761,43.0555907560573,231.74711478476,D
203,0,16.1362061591322,16.4655165189539,48.4136103682132,50.9616950844671,32.9942570326916,372.659476552013,D
204,4,3.57142495391981,3.60749994042261,3.64393932059684,3.68074677518531,3.62590274753114,0.002213226214506,F
205,2,13.9036916650161,35.4091604945564,36.8845422333566,38.4213982134206,31.1546981515874,133.777905872499,D
206,3,1.00544838549739,1.03654472699843,1.06860281101027,1.10165238214634,1.05306207641311,0.001714139545791,F
207,4,59.2281172024432,65.8090191138258,73.1211323486953,81.2457026096614,69.8509928186564,89.9054205184095,D
208,4,14.1573090816578,14.9024306005838,16.5582562228708,41.2655898400347,21.7208964362868,170.782408081147,D
209,7,1.97666520508074,1.99663151307094,2.01679950086697,2.03717120563786,2.00681685616413,0.000677967668072,F
210,1,14.7387459726507,15.0395367342281,16.1715448871741,43.5346777619951,22.371126339012,199.445385067006,D
211,1,0.214822061255919,0.216991980282722,0.219183817675616,0.221397794832157,0.218098913511603,8.00756563032596E-06,F
212,6,0.032609726602209,0.033275231287459,0.033954317702219,0.034647263024666,0.033621634654139,7.68848254305645E-07,F
213,5,0.544713755466015,0.555830363734609,0.567173841580403,0.57874881899519,0.561616694944054,0.000214527515035,F
214,4,12.3097875462186,40.1869789307336,43.2118053330208,46.4643068432017,35.5432196632937,246.478073145922,D
215,4,73.1599415142172,81.2888239046858,90.3209154496508,95.0746477671734,84.9610821589318,94.5881411395735,D
216,5,0.344147202459156,0.378183739058997,0.415586526540536,0.456688490816059,0.398651489718687,0.002348245038423,F
217,1,0.835781907092627,0.861630831789527,0.888279207757524,0.915751760293412,0.875360926733272,0.001184438574394,F
218,7,15.2730469059429,16.0768914673312,16.9230436365501,39.0960178367132,21.8422499616343,132.761628036863,D
219,0,2.1056009625574,2.12686965146578,2.14835317553805,2.17005370482559,2.13771937359671,0.000769298505918,F
220,4,15.7191764422129,16.902340272631,18.1745594460408,44.9804633148027,23.9441348689219,197.68397576691,D
221,3,0.322864127670553,0.339856976228778,0.357744185223409,0.376572826255621,0.34925952884459,0.000534376936054,F
222,7,2.21611587629427,2.26134273503864,2.30749259098445,2.35458428081099,2.28488387078209,0.003550841175118,F
223,3,0.757170621104991,0.797021705801225,0.838970215974888,0.88312654243885,0.819072271329988,0.002938973196365,F
224,2,18.1403647842759,18.1403647842759,41.0642733442091,42.3343024037036,29.9198263291161,185.276448017153,D
225,4,11.4812985271616,11.4812985271616,12.3548756396449,41.0565464818501,19.0935047939545,214.558563853318,D
226,2,21.6898209705986,22.593563542603,23.5349620564228,45.1989002174474,28.254311696768,128.175983107271,D
227,2,14.7265850009397,34.9983494612655,36.4566140730809,36.8248625670554,30.7516027755854,114.755896829761,D
228,6,10.2024440085484,10.3054989613061,10.4095948728066,40.832843254786,17.9375952743618,232.981543122568,D
229,0,3.76009252221468,3.79807324104213,3.83643760335551,3.87518948434016,3.81744821273812,0.002453238721961,F
230,3,1.74866558332027,1.78435263929688,1.82076800260476,1.8579265366602,1.80292819047053,0.002210852872244,F
231,3,18.899011368054,19.0899104038214,19.2827377119808,50.4722950605987,26.9359886361137,246.227972349852,D
232,6,24.2904370602194,43.4140087434401,45.2229258375925,47.1072144799668,40.0086465303047,112.078992126169,D
233,2,0.930910851475554,0.949909033851146,0.969294934269776,0.989076465345288,0.959797821235441,0.000626559764913,F
234,2,4.84442962069702,4.89336323555252,4.94279112916739,4.99271829425459,4.91832556991788,0.004072190157283,F
235,5,4.24593667379654,4.28882490753385,4.33214635559686,4.37590539388626,4.31070333270338,0.003128165869053,F
236,2,4.75803844871568,4.75803844871568,4.80609942578559,4.85464586709497,4.79420554757798,0.002136871547455,F
237,4,0.149692257080465,0.151204299535067,0.152731615140258,0.159095432660023,0.153180901103953,1.7087044096555E-05,F
238,6,19.527743774497,19.7249936403585,54.5636173960824,59.9600191313017,38.4440934855599,477.002364300282,D
239,6,1.14819933118074,1.17163197273039,1.19554283149815,1.25846613743213,1.19346006821035,0.002251709002442,F
240,3,1.7484824075776,1.7841657252734,1.82057727400903,1.85773191564379,1.80273933062596,0.002210389715183,F
241,3,0.81966851048391,0.836396440795411,0.853465757470946,0.870883427579803,0.845103534082518,0.0004857611959,F
242,4,18.4630986172816,19.8527942264451,21.3470905814618,41.9849175079912,25.4119752332949,123.45902752154,D
243,6,15.6268782454199,16.6243385747694,100.208129072837,100.208129072837,58.166868741466,2356.78924818496,D
244,6,0.465223593222946,0.505677818966306,0.549649803491325,0.59744543886783,0.529499163637102,0.003240516672751,F
245,6,9.07770516881794,9.45594289739515,33.3693608031125,34.7597508851343,21.665689938615,205.321875716957,D
246,0,11.2828227728735,11.2828227728735,11.2828227728735,44.1868673502417,19.5088339172156,270.669037387359,D
247,2,10.5635394218431,11.0036869131252,34.0061018231332,35.4230227819158,22.7490877350043,191.263674637549,D
248,4,1.52867159267857,1.55986897496718,1.59170303858507,1.62418677702994,1.57610759581519,0.001689564234031,F
249,6,0.557422574995638,0.563053104022226,0.56874050705884,0.574485358590222,0.565925386166731,5.39152786856729E-05,F
250,5,0.154230720389094,0.157378286398478,0.16059008845473,0.163867437497702,0.159016633185001,1.7198401816297E-05,F
251,2,7.33863792643985,59.8126287315506,61.6625038280142,63.5695915557412,48.0958405104365,740.641337891986,D
252,4,25.9369565376769,26.739130442998,61.5558040572587,63.4595917921095,44.4228707075108,436.792615752308,D
253,5,6.84288339916028,7.05451896603904,109.673550992302,109.673550992302,58.3111260874507,3517.47238774415,D
254,2,0.670189616329188,0.683866956685752,0.697823426462814,0.712064722179679,0.690986180414358,0.000324744426909,F
255,2,10.2186572823934,10.7564813414518,11.3226119294903,103.350360502051,33.9120277638465,2143.17296536335,D
256,1,4.80451530633079,4.85304574643934,4.90206639283655,4.95158219709931,4.8778024106765,0.004005363267463,F
257,1,13.7492056735077,41.794725983496,42.2168947803198,42.6433279068842,35.1010385860519,202.74258575885,D
258,3,4.21805073219583,4.2606572898571,4.30369421663222,4.34716585968236,4.28239202459188,0.003087211233079,F
259,0,26.8706352039437,28.8931561541055,58.4529296464019,62.852612568331,44.2673333931955,361.884725581192,D
260,5,4.87409891768365,4.92333222229944,4.97306283284281,5.02329577260414,4.94844743635751,0.004122222463066,F
